CHEIE,COD_SMIS,TITLU_PROIECT,NUME_BENEFICIAR,NUMAR_AUTORIZARE,DATA_DEPUNERE_CERERE,VALOARE_ELIGIBILA_CERUTA,DATA_AUTORIZATA,VALOARE_AUTORIZATA,DATA_ULTIMEI_PLATI,VALOARE_RAMBURSATA,MOTIV_INTIRZIERE,COD_BENEFICIAR,COD_PO,COD_AP,COD_DMI,COD_OPER,REGIUNEA_BENEFICIARULUI,JUDETUL_BENEFICIARULUI,LOCALITATEA_BENEFICIARULUI,REIMBURS_OP_LIST
23162\6,"23,162","Dezvoltarea Aptitudinilor, Competentelor si Initiativei Antreprenoriale (D.A.C.I.A.)",ALP Grup SRL,6,06/28/2012 00:00:00,,,,,,,"8,064",4,3,3.1,***,VEST,TIMIS,DUMBRAVITA,
28994\8,"28,994",Integrat Activ,SC MAESTRA SRL,8,04/15/2013 00:00:00,"184,194",06/12/2013 00:00:00,"111,462",,,,"7,318",4,5,5.1,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
30032\1,"30,032",Calitate in resurse umane pe o piata a muncii flexibila si moderna- mobilitate si antreprenoriat,ASOCIATIA SPRIJIN PENTRU VIATA,1,04/29/2011 00:00:00,,,,,,,"9,950",4,5,5.1,***,SUD - MUNTENIA,ARGES,MUNICIPIUL PITESTI,
33607\6,"33,607",COMPETENTA PRIN CALIFICARE - SANSE SI STABILITATE PE PIATA MUNCII,Fundatia Centrul de Pregatire Profesionala Valcea,6,04/24/2013 00:00:00,"316,946",05/29/2013 00:00:00,"306,882",,,,"4,019",4,2,2.3,***,SUD-VEST OLTENIA,VALCEA,MUNICIPIUL RAMNICU VALCEA,
11390\1,"11,390",DMI1 2009-Organizarea intalnirilor Comitetului de Monitorizare POS Mediu,Ministerul Mediului si Schimbarilor Climatice,1,09/30/2009 00:00:00,"56,881",10/26/2009 00:00:00,"56,881",,,,14,2,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21473\5,"21,473",Managementul comunicarii cu alumni pentru institutii de invatamant superior din Romania,"MInisterul Educatiei, Cercetarii si Tineretului",5,06/17/2013 00:00:00,,,,,,,715,4,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36625\1,"36,625",SANATATEA ANGAJATILOR- Factor cheie pentru dezvoltarea durabila a companiei,CETELEM IFN SA,1,07/29/2011 00:00:00,"166,618",09/05/2011 00:00:00,"164,224",,,,"11,406",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
20816\5,"20,816",CALISIG - Calificare pentru o slujba mai sigura,Agentia Judeteana pentru Ocuparea Fortei de Munca Dolj,5,09/07/2011 00:00:00,"576,190",09/30/2011 00:00:00,"576,190",,,,"7,252",4,5,5.1,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
8108\3,"8,108",Formare continua de tip ?blended learning? pentru cadrele didactice universitare,Universitatea din Bucuresti,3,10/19/2011 00:00:00,"1,403,349",03/31/2012 00:00:00,"1,391,712",,,,97,4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
27179\2,"27,179","Modernizarea activitatii de constructii civile si industriale în cadrul S.C. Impex Aurora S.R.L.
",IMPEX AURORA SRL,2,07/19/2012 00:00:00,,,,,,,"3,650",3,1,1,1,CENTRU,HARGHITA,MUNICIPIUL MIERCUREA CIUC,
3789\7,"3,789",Creare si Dezvoltare Campus Scolar Scoala de Arte si Meserii Crampoia,Consiliul Local Crampoia,7,,,,,,,,"1,503",1,3,3.4,2,SUD-VEST OLTENIA,OLT,CRAMPOIA,
3978\3,"3,978",Doctorat în Scoli de Excelenta - Evaluarea calitatii cercetarii în universitati si cresterea vizibilitatii prin publicarea stiintifica,"Unitatea Executiva pt Finantarea Invat. Superior, a Cercetarii, Dezvoltarii si Inovarii (UEFISCDI)",3,07/24/2012 00:00:00,"14,151,777",09/06/2013 00:00:00,"14,107,972",,,,"1,432",4,1,1.5,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
20733\5,"20,733",Dezvoltarea competentelor profesionale ale angajatilor din sectorul financiar-bancar prin promovarea utilizarii noilor tehnologii informatice si de comunicare in vederea cresterii adaptabilitatii si competitivitatii (TICFIN),INSTITUTUL BANCAR ROMAN,5,05/24/2012 00:00:00,,,,,,,"1,373",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
21416\5,"21,416",O noua VIATA LA TARA (o9VITA ),FUNDATIA PAEM ALBA,5,03/02/2012 00:00:00,,,,,,,"2,272",4,5,5.2,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
19254\2,"19,254",ANTREPRENORIATUL IN MEDIUL RURAL - O sansa de ocupare,Agentia Judeteana pentru Ocuparea Fortei de Munca Sibiu,2,05/27/2011 00:00:00,"1,410,903",07/13/2011 00:00:00,"1,410,768",,,,"3,593",4,5,5.2,***,CENTRU,SIBIU,MUNICIPIUL SIBIU,
27484\4,"27,484","A.F.I.R.M.A.R.E. (Angajare, Formare, Integrare, Recrutare, Motivare, Adaptare, Reciclare, Evaluare)",Consiliul Local al Sectorului 3 ,4,03/15/2012 00:00:00,,,,,,,"3,551",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30895\2,"30,895","SOFT-SERVICII DE OCUPARE, FORMARE SI TRAINING",AGENTIA JUDETEANA PENTRU OCUPAREA FORTEI DE MUNCA  NEAMT,2,04/05/2011 00:00:00,,,,,,,"9,844",4,5,5.1,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
30394\4,"30,394",Crearea de noi oportunitati de ocupare pentru somerii cu varsta de peste 45 ani din judetul Dambovita,ASOCIATIA  - CENTRUL NATIONAL PENTRU PROTECTIA MEDIULUI,4,09/27/2013 00:00:00,,,,,,,"9,979",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
5264\2,"5,264","Sisteme de interoperabilitate pentru management, urmarire si transparenta publica a investitiilor si lucrarilor realizate de catre institutiile aflate in subordinea, coordonarea sau sub autoritatea Ministerului Transporturilor si Infrastructurii",MINISTERUL TRANSPORTURILOR SI INFRASTRUCTURII,2,02/16/2012 00:00:00,,,,,,,710,3,3,2,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
2662\1,"2,662","CENTRU DE CERCETARE-DEZVOLTARE ÎN DOMENIUL FACTORILOR DE RISC FIZICO-CHIMICI ?I MICROBIOLOGICI DIN MEDIU: AP?, AER, ALIMENT, CU IMPLICA?II ÎN PROTEC?IA MEDIULUI ?I SIGURAN?A ?I SECURITATEA ALIMENTULUI",Institutul de Sanatate Publica Iasi,1,02/28/2011 00:00:00,"1,104,274",03/07/2012 00:00:00,"1,083,144",,,,"1,476",3,2,2,1,NORD-EST,IASI,MUNICIPIUL IASI,
43905\2,"43,905",Dezvoltarea resurselor umane si a ocuparii fortei de munca in mediul rural prin intermediul antreprenoriatului -  RURANTREP,DEVO DEVELOPMENT SOLUTIONS SRL,2,05/14/2013 00:00:00,"267,197",06/14/2013 00:00:00,"107,248",,,,"14,035",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
43797\2,"43,797","Masuri integrate de ocupare in sectorul turismului din zona rurala, regiunea Nord -Est",ASOCIATIA Q-PROFESSIONALS  ,2,05/21/2012 00:00:00,,,,,,,"14,045",4,5,5.2,***,NORD-EST,SUCEAVA,IPOTESTI,
22609\9,"22,609","Autocunoastere, Informare, Dezvoltare personal? pentru o carier? profesional? de success (AID)",Inspectoratul Scolar al Judetului Brasov,9,06/03/2013 00:00:00,,,,,,,"7,680",4,2,2.1,***,CENTRU,BRASOV,MUNICIPIUL BRASOV,
16933\2,"16,933","Reabilitarea, modernizarea, dezvoltarea, extinderea si echiparea infrastructurii sociale la centrul de plasament nr.6 Voluntari, Judetul Ilfov",Consiliul Judetean Ilfov,2,10/11/2013 00:00:00,,,,,,,"1,207",1,3,3.2,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
1521\2,"1,521",Dezvoltarea sistemului national de management si asigurare a calitatii in invatamântul preuniversitar,Agentia Romana de Asigurare a Calitatii in Invatamantul Preuniversitar,2,04/18/2011 00:00:00,,,,,,,"1,434",4,1,1.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
28001\4,"28,001",Cresterea gradului de ocupare a somerilor din Regiunea Sud-Vest Oltenia printr-un program integrat de consiliere si formare profesionala in domeniul IT,Institutul National pentru Intreprinderi Mici si Mijlocii,4,08/01/2013 00:00:00,"559,751",10/19/2013 00:00:00,"451,902",,,,"1,616",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8752\3,"8,752",Formarea a 264 de cadre didactice in domeniul Educatiei pentru Cetatenia Democratica in regiunea Sud- Muntenia (FORM),Scoala Nationala de Studii Politice si Administrative,3,07/31/2013 00:00:00,,,,,,,"1,467",4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
12649\12,"12,649",NOI MATERIALE DIN CLASA ALUMINOSILICATILOR MEZOPOROSI PENTRU ELIBERARE CONTROLATA DE SUBSTANTE BIOLOGIC ACTIVE,UNIVERSITATEA POLITEHNICA din BUCURESTI,12,07/29/2013 00:00:00,,,,,,,"1,326",3,2,1,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
19138\1,"19,138",Doctorat in economie la standardele  Europei cunoasterii (DoEsEC.),Academia de Studii Economice,1,09/30/2010 00:00:00,,,,,,,216,4,1,1.5,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
31515\6,"31,515",RESURSE UMANE CALIFICATE LOCURI DE MUNCA OCUPATE,SINDICATUL LIBER DIN INVATAMANT MARAMURES,6,09/29/2013 00:00:00,,,,,,,"10,333",4,5,5.1,***,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
34525\4,"34,525",ProCALIFICARE,MARINE BUILDING SRL,4,05/31/2013 00:00:00,"209,562",07/12/2013 00:00:00,"209,486",,,,"11,930",4,2,2.3,***,SUD-EST,GALATI,MUNICIPIUL GALATI,
21762\2,"21,762",Bursa de proiecte,"MInisterul Educatiei, Cercetarii si Tineretului",2,07/05/2011 00:00:00,,,,,,,715,4,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36635\1,"36,635","Calificarea/recalificarea a 7 angajati proprii in meseria de ""agent comercial"".",ANCIDA-FASHION S.R.L.,1,09/27/2011 00:00:00,"90,315",10/26/2011 00:00:00,"76,413",,,,"11,427",4,2,2.3,***,VEST,TIMIS,MUNICIPIUL TIMISOARA,
8679\1,"8,679","FORMAREA CADRELOR DIDACTICE DIN INVATAMANTUL PROFESIONAL SI TEHNIC ? PROFIL SERVICII, PENTRU EXTINDEREA METODEI MODERNE INTERACTIVE DE INVATARE FIRMA DE EXERCITIU",Centrul National de Dezvoltare a Invatamantului Profesional si Tehnic - OI POS DRU,1,04/14/2011 00:00:00,,,,,,,31,4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
25427\2,"25,427",Asigurarea cheltuielilor cu carburanti si cu lubrifianti pentru mijloacele de transport aflate in dotarea celor 8 OI POS Mediu,Ministerul Mediului si Schimbarilor Climatice,2,11/21/2011 00:00:00,,,,,,,14,2,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
12024\3,"12,024",Implementarea testarilor moleculare tisulare pentru cancer in Romania. Cercetare de inalt nivel orientata catre oncologia personalizata,Institutul National de C-D in Domeniul Patologiei si Stiintelor Biomedicale Victor Babes,3,12/29/2011 00:00:00,,,,,,,"4,518",3,2,1,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
38438\1,"38,438",Achizitionarea serviciilor de curierat,Ministerul Mediului si Schimbarilor Climatice,1,11/29/2012 00:00:00,,,,,,,14,2,6,6.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
24441\8,"24,441","Modernizarea unor statii de cale ferata din Romania - Statiile CF Slatina, Ramnicu Valcea, Resita Sud","COMPANIA NATIONALA DE CAI FERATE CNCF ""CFR"" SA",8,06/12/2013 00:00:00,"212,341",10/24/2013 00:00:00,"159,747",,,,280,5,2,2.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
28814\2,"28,814",STEREA CAPACITATII ECONOMICE A SC BIOSTAR COSMETICS SRL PRIN ACHIZITIONAREA DE NOI UTILAJE SI CONSTRUCTIA UNEI NOI HALE DE PRODUCTIE,BIOSTAR COSMETICS SRL,2,04/30/2013 00:00:00,,,,,,,"12,494",3,1,1,1,SUD - MUNTENIA,PRAHOVA,IZVOARELE,
27342\1,"27,342",Retehnologizare atelier de productie materiale publicitare,EURO CONSULTANT INCORPORATED SRL,1,07/24/2012 00:00:00,,,,,,Retragere,"9,608",1,4,4.3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
30248\6,"30,248",Masuri active de ocupare in regiunea Sud Muntenia - REGIS,SC FOCUS PLUS SRL,6,09/27/2013 00:00:00,,,,,,,"7,920",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
45736\8,"45,736",SPRIJIN PENTRU ADR SE ÎN PERIOADA 2013-2014 ÎN VEDEREA IMPLEMENTARII PROGRAMULUI OPERATIONAL REGIONAL 2007-2013 ÎN REGIUNEA SUD-EST,Agentia pentru Dezvoltare Regionala Sud-Est,8,10/15/2013 00:00:00,,,,,,,4,1,6,6.1,1,SUD-EST,BRAILA,MUNICIPIUL BRAILA,
35825\3,"35,825",Cardul profesional european ? solutie europeana in cautarea unui loc de munca,Agentia Nationala pentru Ocuparea Fortei de Munca,3,02/08/2012 00:00:00,"3,992,277",03/24/2012 00:00:00,"3,987,333",,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
44517\3,"44,517",Acces si participare la formare profesionala in meserii din industria constructiilor in judetul Giurgiu,B.N.C. CRIS COM S.R.L.,3,01/23/2013 00:00:00,"141,704",03/25/2013 00:00:00,"140,094",,,,"14,027",4,5,5.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
1572\16,"1,572","Modernizare DJ 582 Valiug - Slatina Timis, din judetul Caras-Severin",Consiliul Judetean Caras-Severin,16,,,,,,,,118,1,2,2.1,1,VEST,CARAS-SEVERIN,MUNICIPIUL RESITA,
6666\3,"6,666",Atelier moda si design vestimentar,ESCURIAL SRL,3,12/16/2011 00:00:00,,,,,,,"2,961",3,1,1,1,CENTRU,ALBA,MUNICIPIUL AIUD,
33932\2,"33,932",Metode inovative pentru profesionalizarea viitorilor specialisti in domeniul financiar-bancar ? ProFin,Academia de Studii Economice,2,07/23/2013 00:00:00,,,,,,,216,4,2,2.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
28338\3,"28,338",Mentorat in Antreprenoriat,PROFFI BBCONS SRL,3,10/03/2011 00:00:00,"335,455",10/25/2011 00:00:00,"335,455",,,,"9,601",4,5,5.1,***,NORD-EST,NEAMT,MUNICIPIUL PIATRA-NEAMT,
36476\5,"36,476",Metode flexibile de organizare si formare in domeniul noilor tehnologii pentru sectorul energie,UNIVERSITATEA POLITEHNICA din BUCURESTI,5,10/10/2013 00:00:00,"2,008,579",10/18/2013 00:00:00,"2,008,579",,,,"1,326",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
2109\2,"2,109","Modernizarea si automatizarea proceselor de productie ale SC MATRITA S.A., Odorheiu Secuiesc, prin introducerea de tehnologii noi si inovatoare",Matrita SA,2,11/25/2010 00:00:00,,,,,,,"302,040,052",3,1,1,1,CENTRU,HARGHITA,MUNICIPIUL ODORHEIU SECUIESC,
33504\1,"33,504",Dezvoltarea firmei SC NIHO COMPANY SRL prin progresul informational,NIHO COMPANY SRL,1,03/14/2012 00:00:00,"75,043",06/14/2013 00:00:00,"75,043",,,,"11,757",3,3,1,1,CENTRU,BRASOV,MUNICIPIUL BRASOV,
27947\1,"27,947","MODERNIZAREA CAPACITATII DE PRODUCTIE A S.C. PASMATEX S.A. PRIN ACHIZITIA UNOR ECHIPAMENTE DE TESUT, VOPSIT SI IMPRIMAT
",PASMATEX S.A.,1,03/30/2011 00:00:00,,,,,,CR,"11,501",3,1,1,1,VEST,TIMIS,MUNICIPIUL TIMISOARA,
43774\5,"43,774","Acces la informare, calificare si consiliere pentru resursele umane din mediul rural",EXCELENT S.R.L.,5,08/23/2013 00:00:00,"273,977",08/23/2013 00:00:00,"272,629",,,,"14,020",4,5,5.2,***,SUD - MUNTENIA,PRAHOVA,MUNICIPIUL PLOIESTI,
6381\2,"6,381",Crearea unei noi unitati de productie in Filiasi,Piovaneli Impex SRL,2,03/04/2011 00:00:00,,,,,,,587,3,1,1,1,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
22288\13,"22,288",Reabilitarea sitului industrial de pe fosta platforma industriala Calan si pregatirea lui pentru noi activitati,CONSILIUL LOCAL CALAN,13,,,,,,,,578,1,4,4.2,1,VEST,HUNEDOARA,ORAS CALAN,
31509\6,"31,509",CENTRU DE CONSULTANTA CONSILIERE PSIHO-SOCIO-PROFESIONALA SI TERAPIE PENTRU PERSOANELE NEOCUPATE / FARA LOC DE MUNCA / INACTIVE DIN JUDETUL IASI,PETCU V. GABRIELA- GRIGORITA CABINET INDIVIDUAL DE PSIHOLOGIE,6,05/25/2012 00:00:00,,,,,,,"9,856",4,5,5.1,***,NORD-EST,IASI,MUNICIPIUL IASI,
36624\4,"36,624",Asigurarea sanatatii si securitatii la locul de munca pentru angajatii din domeniul telecomunicatiilor prin retele cu cablu- SANTE,MEDIA SAT S.R.L.,4,02/27/2012 00:00:00,,,,,,,"11,405",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8175\2,"8,175","Formarea cadrelor didactice universitare si a studentilor în  domeniul utilizarii unor instrumente moderne  de predare-înv?tare-evaluare pentru disciplinele  matematice, în vederea  cre?rii de competente performante si practice pentru piata muncii","MInisterul Educatiei, Cercetarii si Tineretului",2,01/25/2012 00:00:00,,,,,,,715,4,1,1.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
36435\4,"36,435",Gestionarea eficienta a Resurselor in vederea imbunatatirii calitatii sErviciilor oferite persoanelor aflate in cautarea unui loc de munca dar si de Economisire a resurselor Naturale.,Agentia Nationala pentru Ocuparea Fortei de Munca,4,03/14/2012 00:00:00,"128,918",04/19/2012 00:00:00,"126,770",,,,130,4,4,4.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
25208\1,"25,208","Natura, traditie, aventura - promovarea turismului in defileul Lapusului",Cosiliul Judeatean Maramures,1,08/31/2012 00:00:00,,,,,,Respingere,131,1,5,5.3,2,NORD-VEST,MARAMURES,MUNICIPIUL BAIA MARE,
20789\7,"20,789",Retea nationala de centre de informare si consiliere privind cariera,Fundatia Centrul de Dezvoltare Manageriala Cluj-Napoca,7,03/25/2013 00:00:00,"1,551,131",06/25/2013 00:00:00,"1,549,937",,,,"4,061",4,5,5.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
4376\4,"4,376",IMPLEMENTAREA IN SISTEM E-LEARNING DE PROGRAME DE FORMARE IN DOMENIUL ADMINISTRATIEI PUBLICE PENTRU SPRIJINIREA DEZVOLTARII SOCIETATII INFORMATIONALE,Institutul National de Administratie,4,12/27/2011 00:00:00,,,,,,,"2,357",3,3,2,3,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
8499\2,"8,499",VIITORUL TAU E IN MAINILE TALE,COMUNA BRUSTUROASA,2,03/15/2011 00:00:00,,,,,,,"6,910",4,5,5.2,***,NORD-EST,BACAU,BRUSTUROASA,
24525\4,"24,525","Servicii de masuri active de ocupare si servicii de formare profesionala pentru persoanele in cautare de loc de munca din regiunea Sud Muntenia, Centru si Nord-Vest",ASOCIATIA INAPOI LA MUNCA,4,12/22/2011 00:00:00,,,,,,,"1,389",4,5,5.1,***,SUD - MUNTENIA,DÂMBOVITA,MUNICIPIUL TÂRGOVISTE,
15139\2,"15,139","Implementarea standardelor 9001, 2001 , 14001 sau EMAS",KARMA TRADING SRL ,2,06/06/2013 00:00:00,,,,,,,"5,425",3,1,1,2,BUCURESTI - ILFOV,ILFOV,ORAS BUFTEA,
40724\2,"40,724",Fabricarea de produse textile inovative pentru imbunatatirea functiilor biofiziologice ale organismului uman,ENERGY TEX TEHNOLOGY SRL,2,09/11/2013 00:00:00,,,,,,,"12,263",3,2,3,1,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
22428\3,"22,428",INOVATIE SI PERFORMANTA IN DEZVOLTAREA PROFESIONALA A CADRELOR DIDACTICE DIN MEDIUL URBAN,"MInisterul Educatiei, Cercetarii si Tineretului",3,07/09/2012 00:00:00,,,,,,,715,4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
29465\4,"29,465",Securitate si sanatate la locul de munca din domeniul serviciilor de IT,ICE COMPUTERS SRL,4,01/10/2013 00:00:00,"192,527",02/04/2013 00:00:00,"192,527",,,,"9,806",4,3,3.2,***,NORD-EST,BOTOSANI,MUNICIPIUL BOTOSANI,
29895\10,"29,895","ACCESS - Masuri active de ocupare in judetul Dolj, cu efecte pozitive asupra accesului la resurse financiare UE pentru dezvoltarea locala sustenabila",ACZ CONSULTING SRL,10,06/29/2012 00:00:00,"54,377",04/05/2013 00:00:00,"54,377",,,,"7,596",4,5,5.1,***,SUD-VEST OLTENIA,DOLJ,MUNICIPIUL CRAIOVA,
21863\3,"21,863",Formarea continua a profesorilor de Chimie in societatea cunoasterii,"Universitatea ""Constantin Brancusi"" din Targu Jiu",3,06/13/2013 00:00:00,,,,,,,"1,324",4,1,1.3,***,SUD-VEST OLTENIA,GORJ,MUNICIPIUL TARGU JIU,
40720\2,"40,720",Sustinerea parteneriatelor APL-ONG pentru elaborare de strategii si politici publice locale durabile,Asociatia Centrul pentru Politici Publice,2,09/10/2013 00:00:00,,,,,,,"1,744",6,1,1.1,***,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,
18654\3,"18,654",Modernizarea serviciilor oferite clientilor prin dotarea cu echipamente si tehnologii noi  a cabinetului stomatologic ?Nicolescu&Agatstein SRL?,NICOLESCU&AGATSTEIN SRL,3,02/18/2013 00:00:00,,,,,,,"6,872",1,4,4.3,1,BUCURESTI - ILFOV,ILFOV,ORAS VOLUNTARI,
8282\1,"8,282",Medierea- modalitate de solutionare a conflictelor aparute in mediul scolar,"MInisterul Educatiei, Cercetarii si Tineretului",1,03/14/2012 00:00:00,,,,,,,715,4,1,1.3,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,
45167\6,"45,167",Solutie pentru reconversia fortei de munca din Judetul Alba,FUNDATIA PAEM ALBA,6,10/09/2013 00:00:00,"379,815",10/22/2013 00:00:00,"320,777",,,,"2,272",4,5,5.2,***,CENTRU,ALBA,MUNICIPIUL ALBA IULIA,
35662\2,"35,662",Management durabil in Siturile Natura 2000: ROSCI0117 Movila lui Burcel si ROSCI0221 Saraturile din Valea Ilenei,Fundatia Corona ,2,02/29/2012 00:00:00,"27,868",03/21/2012 00:00:00,"27,868",03/22/2012 00:00:00,"19,508",,"1,379",2,4,4.1,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 806/22-MAR-12: 13934.17 lei; OP 807/22-MAR-12: 5573.67 lei
35662\4,"35,662",Management durabil in Siturile Natura 2000: ROSCI0117 Movila lui Burcel si ROSCI0221 Saraturile din Valea Ilenei,Fundatia Corona ,4,07/26/2012 00:00:00,"42,476",08/21/2012 00:00:00,"42,476",08/23/2012 00:00:00,"33,981",,"1,379",2,4,4.1,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 2585/23-AUG-12: 25485.55 lei; OP 2586/23-AUG-12: 8495.18 lei
35662\6,"35,662",Management durabil in Siturile Natura 2000: ROSCI0117 Movila lui Burcel si ROSCI0221 Saraturile din Valea Ilenei,Fundatia Corona ,6,10/29/2012 00:00:00,"92,893",11/15/2012 00:00:00,"92,889",12/04/2012 00:00:00,"74,311",,"1,379",2,4,4.1,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 3314/20-NOV-12: 18577.71 lei; OP 3465/04-DEC-12: 55733.12 lei
35662\10,"35,662",Management durabil in Siturile Natura 2000: ROSCI0117 Movila lui Burcel si ROSCI0221 Saraturile din Valea Ilenei,Fundatia Corona ,10,09/17/2013 00:00:00,"53,520",09/24/2013 00:00:00,"53,520",09/06/2013 00:00:00,"42,816",,"1,379",2,4,4.1,***,NORD-EST,IASI,MUNICIPIUL IASI,OP 3760/06-SEP-13: 32112 lei; OP 3761/06-SEP-13: 10704 lei
35737\5,"35,737",Proiect de consiliere cariera si certificare pentru Tehnicieni din domeniul Petrochimie/ Energie/ Constructii Marine,PROCER COMPANY S.A.,5,05/07/2013 00:00:00,"400,364",05/27/2013 00:00:00,"398,404",06/11/2013 00:00:00,"378,484",,"11,181",4,5,5.1,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 5407/11-JUN-13: 344420.51 lei; OP 5408/11-JUN-13: 34063.57 lei
35773\1,"35,773",Investitie in infrastructura IT si internet broadband pentru Starnet Dataservice Cluj-Napoca,STARNET DATA SERVICE SRL,1,08/14/2012 00:00:00,"32,830",09/14/2012 00:00:00,"32,830",09/14/2012 00:00:00,"29,547",,"12,174",3,3,1,1,NORD-VEST,CLUJ,MUNICIPIUL CLUJ-NAPOCA,OP 1675/14-SEP-12: 5430.72 lei; OP 1920/06-NOV-12: 24116.15 lei
35806\1,"35,806",PROGRAM NATIONAL DE FORMARE PROFESIONALA A SPECIALISTILOR SI INTERMEDIARILOR DIN ASIGURARI,FUNDATIA INSTITUTUL DE MANAGEMENT IN ASIGURARI,1,06/22/2011 00:00:00,"332,661",07/06/2011 00:00:00,"332,306",07/22/2011 00:00:00,"325,626",,"11,187",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 3605/22-JUL-11: 276782.49 lei; OP 3606/22-JUL-11: 48843.97 lei
35806\3,"35,806",PROGRAM NATIONAL DE FORMARE PROFESIONALA A SPECIALISTILOR SI INTERMEDIARILOR DIN ASIGURARI,FUNDATIA INSTITUTUL DE MANAGEMENT IN ASIGURARI,3,07/10/2012 00:00:00,,,,02/21/2013 00:00:00,"328,065",,"11,187",4,3,3.2,***,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 853/21-FEB-13: 328064.98 lei
35863\2,"35,863",Modernizarea si acreditarea laboratorului de etalonare al Sartorom Impex Srl,SARTOROM IMPEX SRL,2,09/27/2012 00:00:00,"9,107",06/21/2013 00:00:00,"9,107",06/21/2013 00:00:00,"5,464",,"302,060,029",3,1,1,2,BUCURESTI - ILFOV,BUCURESTI,MUNICIPIUL BUCURESTI,OP 1534/21-JUN-13: 4699.31 lei; OP 1535/21-JUN-13: 765 lei
